date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:20:32	175/175	---M-Z	200	added ('OK')	text/plain	date:Thu,%2014%20Jan%202021%2011:20:32%20GMT	https://www.bodyfreq.com/robots.txt		(from )
13:20:32	94722/94722	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Jan%202021%2011:20:32%20GMT	https://www.bodyfreq.com/	D:/Websites/bodyfreq.com/bodyfreq.com/www.bodyfreq.com/index.html	(from )
13:20:33	303817/303817	---MCZ	200	added ('Ok')	text/css	etag:298fdb4e5b3a3f8d23a6d4c71c97955c	https://s.bodyfreq.com/css/main/bodyfreq.css	D:/Websites/bodyfreq.com/bodyfreq.com/s.bodyfreq.com/css/main/bodyfreq.css	(from https://www.bodyfreq.com/)
13:20:33	3124/3124	---M--	200	added ('OK')	image/png	etag:%22c34-53ae07674ba80%22	https://s.bodyfreq.com/interface/i/favicon/apple-touch-icon-60x60.png	D:/Websites/bodyfreq.com/bodyfreq.com/s.bodyfreq.com/interface/i/favicon/apple-touch-icon-60x60.png	(from https://www.bodyfreq.com/)
13:20:34	4086/4086	---M--	200	added ('OK')	image/png	etag:%22ff6-53ae07674ba80%22	https://s.bodyfreq.com/interface/i/favicon/apple-touch-icon-76x76.png	D:/Websites/bodyfreq.com/bodyfreq.com/s.bodyfreq.com/interface/i/favicon/apple-touch-icon-76x76.png	(from https://www.bodyfreq.com/)
13:20:34	7106/7106	---M--	200	added ('OK')	image/png	etag:%221bc2-53ae07674ba80%22	https://s.bodyfreq.com/interface/i/favicon/apple-touch-icon-120x120.png	D:/Websites/bodyfreq.com/bodyfreq.com/s.bodyfreq.com/interface/i/favicon/apple-touch-icon-120x120.png	(from https://www.bodyfreq.com/)
13:20:34	9550/9550	---M--	200	added ('OK')	image/png	etag:%22254e-53ae07674ba80%22	https://s.bodyfreq.com/interface/i/favicon/apple-touch-icon-152x152.png	D:/Websites/bodyfreq.com/bodyfreq.com/s.bodyfreq.com/interface/i/favicon/apple-touch-icon-152x152.png	(from https://www.bodyfreq.com/)
13:20:34	11888/11888	---M--	200	added ('OK')	image/png	etag:%222e70-53ae07674ba80%22	https://s.bodyfreq.com/interface/i/favicon/apple-touch-icon-180x180.png	D:/Websites/bodyfreq.com/bodyfreq.com/s.bodyfreq.com/interface/i/favicon/apple-touch-icon-180x180.png	(from https://www.bodyfreq.com/)
13:20:35	1925/1925	---M--	200	added ('OK')	image/png	etag:%22785-53ae076933f00%22	https://s.bodyfreq.com/interface/i/favicon/favicon-32x32.png	D:/Websites/bodyfreq.com/bodyfreq.com/s.bodyfreq.com/interface/i/favicon/favicon-32x32.png	(from https://www.bodyfreq.com/)
13:20:35	1133/1133	---M--	200	added ('OK')	image/png	etag:%2246d-53ae076933f00%22	https://s.bodyfreq.com/interface/i/favicon/favicon-16x16.png	D:/Websites/bodyfreq.com/bodyfreq.com/s.bodyfreq.com/interface/i/favicon/favicon-16x16.png	(from https://www.bodyfreq.com/)
13:20:35	374/374	---M--	200	added ('OK')	application/json	date:Thu,%2014%20Jan%202021%2011:20:35%20GMT	https://www.bodyfreq.com/manifest.json	D:/Websites/bodyfreq.com/bodyfreq.com/www.bodyfreq.com/manifest.json	(from https://www.bodyfreq.com/)
13:20:35	9700/9700	---M--	200	added ('OK')	image/svg+xml	etag:%2225e4-53ae076933f00%22	https://s.bodyfreq.com/interface/i/favicon/safari-pinned-tab.svg	D:/Websites/bodyfreq.com/bodyfreq.com/s.bodyfreq.com/interface/i/favicon/safari-pinned-tab.svg	(from https://www.bodyfreq.com/)
13:20:35	15825/15825	---M-Z	200	added ('OK')	application/javascript	etag:%223dd1-5290cf13050cd-gzip%22	https://s.bodyfreq.com/js/main/requirejs-2.1.22/require.js	D:/Websites/bodyfreq.com/bodyfreq.com/s.bodyfreq.com/js/main/requirejs-2.1.22/require.js	(from https://www.bodyfreq.com/)
13:20:36	15290/15290	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Jan%202021%2011:20:36%20GMT	https://www.bodyfreq.com/login/afterlogin/Lw	D:/Websites/bodyfreq.com/bodyfreq.com/www.bodyfreq.com/login/afterlogin/Lw.html	(from https://www.bodyfreq.com/)
13:20:36	17351/17351	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Jan%202021%2011:20:36%20GMT	https://www.bodyfreq.com/register	D:/Websites/bodyfreq.com/bodyfreq.com/www.bodyfreq.com/register.html	(from https://www.bodyfreq.com/)
13:20:36	120/120	---M--	200	added ('OK')	image/png	etag:%2278-525d2ca49daf7%22	https://s.bodyfreq.com/interface/i/flags/16/EN.png	D:/Websites/bodyfreq.com/bodyfreq.com/s.bodyfreq.com/interface/i/flags/16/EN.png	(from https://www.bodyfreq.com/)
13:20:36	103/103	---M--	200	added ('OK')	image/png	etag:%2267-525d2c8be83ef%22	https://s.bodyfreq.com/interface/i/flags/16/BG.png	D:/Websites/bodyfreq.com/bodyfreq.com/s.bodyfreq.com/interface/i/flags/16/BG.png	(from https://www.bodyfreq.com/)
13:20:37	98/98	---M--	200	added ('OK')	image/png	etag:%2262-525d2c8da976f%22	https://s.bodyfreq.com/interface/i/flags/16/RU.png	D:/Websites/bodyfreq.com/bodyfreq.com/s.bodyfreq.com/interface/i/flags/16/RU.png	(from https://www.bodyfreq.com/)
13:20:37	12306/12306	---M--	200	added ('OK')	image/png	etag:%223012-53ae0e9412800%22	https://s.bodyfreq.com/interface/i/logo_new.png	D:/Websites/bodyfreq.com/bodyfreq.com/s.bodyfreq.com/interface/i/logo_new.png	(from https://www.bodyfreq.com/)
13:20:37	15785/15785	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Jan%202021%2011:20:37%20GMT	https://www.bodyfreq.com/instructions-for-the-reception-and-application-of-ic	D:/Websites/bodyfreq.com/bodyfreq.com/www.bodyfreq.com/instructions-for-the-reception-and-application-of-ic.html	(from https://www.bodyfreq.com/)
13:20:37	15884/15884	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Jan%202021%2011:20:37%20GMT	https://www.bodyfreq.com/how-the-technology-works	D:/Websites/bodyfreq.com/bodyfreq.com/www.bodyfreq.com/how-the-technology-works.html	(from https://www.bodyfreq.com/)
13:20:38	146529/146529	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Jan%202021%2011:20:37%20GMT	https://www.bodyfreq.com/ic-en	D:/Websites/bodyfreq.com/bodyfreq.com/www.bodyfreq.com/ic-en.html	(from https://www.bodyfreq.com/)
13:20:38	15069/15069	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Jan%202021%2011:20:38%20GMT	https://www.bodyfreq.com/more-information-on-ic	D:/Websites/bodyfreq.com/bodyfreq.com/www.bodyfreq.com/more-information-on-ic.html	(from https://www.bodyfreq.com/)
13:20:38	18739/18739	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Jan%202021%2011:20:38%20GMT	https://www.bodyfreq.com/ic-en/ibuprofen	D:/Websites/bodyfreq.com/bodyfreq.com/www.bodyfreq.com/ic-en/ibuprofen.html	(from https://www.bodyfreq.com/)
13:20:38	117967/117967	---M--	200	added ('OK')	image/jpeg	etag:%221cccf-52d4b3cccf791%22	https://images.bodyfreq.com/m/c/g/10daca0041c9b151561aea3f8524ae71214.jpg	D:/Websites/bodyfreq.com/bodyfreq.com/images.bodyfreq.com/m/c/g/10daca0041c9b151561aea3f8524ae71214.jpg	(from https://www.bodyfreq.com/)
13:20:39	20248/20248	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Jan%202021%2011:20:38%20GMT	https://www.bodyfreq.com/ic-en/acetylsalicylic-acid	D:/Websites/bodyfreq.com/bodyfreq.com/www.bodyfreq.com/ic-en/acetylsalicylic-acid.html	(from https://www.bodyfreq.com/)
13:20:39	69033/69033	---M--	200	added ('OK')	image/jpeg	etag:%2210da9-52c1bc27d8801%22	https://images.bodyfreq.com/m/c/g/a0a9b7e2b1d75aee40928794e41fdfba213.jpg	D:/Websites/bodyfreq.com/bodyfreq.com/images.bodyfreq.com/m/c/g/a0a9b7e2b1d75aee40928794e41fdfba213.jpg	(from https://www.bodyfreq.com/)
13:20:39	19293/19293	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Jan%202021%2011:20:39%20GMT	https://www.bodyfreq.com/the-story-and-study-of-ic	D:/Websites/bodyfreq.com/bodyfreq.com/www.bodyfreq.com/the-story-and-study-of-ic.html	(from https://www.bodyfreq.com/)
13:20:39	20999/20999	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Jan%202021%2011:20:39%20GMT	https://www.bodyfreq.com/how-does-the-model-of-ic-work	D:/Websites/bodyfreq.com/bodyfreq.com/www.bodyfreq.com/how-does-the-model-of-ic-work.html	(from https://www.bodyfreq.com/)
13:20:40	18577/18577	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Jan%202021%2011:20:39%20GMT	https://www.bodyfreq.com/how-a-glass-of-liquid-is-becoming-an-ic	D:/Websites/bodyfreq.com/bodyfreq.com/www.bodyfreq.com/how-a-glass-of-liquid-is-becoming-an-ic.html	(from https://www.bodyfreq.com/)
13:20:40	15741/15741	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Jan%202021%2011:20:40%20GMT	https://www.bodyfreq.com/instructions-for-the-reception-and-application-of-ic/laptop	D:/Websites/bodyfreq.com/bodyfreq.com/www.bodyfreq.com/instructions-for-the-reception-and-application-of-ic/laptop.html	(from https://www.bodyfreq.com/)
13:20:40	4699/4699	---M--	200	added ('OK')	image/png	etag:%22125b-52dc58afd2326%22	https://s.bodyfreq.com/interface/i/laptop_icon.png	D:/Websites/bodyfreq.com/bodyfreq.com/s.bodyfreq.com/interface/i/laptop_icon.png	(from https://www.bodyfreq.com/)
13:20:40	15763/15763	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Jan%202021%2011:20:40%20GMT	https://www.bodyfreq.com/instructions-for-the-reception-and-application-of-ic/computer	D:/Websites/bodyfreq.com/bodyfreq.com/www.bodyfreq.com/instructions-for-the-reception-and-application-of-ic/computer.html	(from https://www.bodyfreq.com/)
13:20:40	4563/4563	---M--	200	added ('OK')	image/png	etag:%2211d3-52dc58af537ce%22	https://s.bodyfreq.com/interface/i/desktop_icon.png	D:/Websites/bodyfreq.com/bodyfreq.com/s.bodyfreq.com/interface/i/desktop_icon.png	(from https://www.bodyfreq.com/)
13:20:41	15582/15582	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Jan%202021%2011:20:41%20GMT	https://www.bodyfreq.com/instructions-for-the-reception-and-application-of-ic/mobile-phone	D:/Websites/bodyfreq.com/bodyfreq.com/www.bodyfreq.com/instructions-for-the-reception-and-application-of-ic/mobile-phone.html	(from https://www.bodyfreq.com/)
13:20:41	3833/3833	---M--	200	added ('OK')	image/png	etag:%22ef9-5445490edd2c0%22	https://s.bodyfreq.com/interface/i/mobile_icon.png	D:/Websites/bodyfreq.com/bodyfreq.com/s.bodyfreq.com/interface/i/mobile_icon.png	(from https://www.bodyfreq.com/)
13:20:41	15609/15609	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Jan%202021%2011:20:41%20GMT	https://www.bodyfreq.com/instructions-for-the-reception-and-application-of-ic/tablet	D:/Websites/bodyfreq.com/bodyfreq.com/www.bodyfreq.com/instructions-for-the-reception-and-application-of-ic/tablet.html	(from https://www.bodyfreq.com/)
13:20:41	3667/3667	---M--	200	added ('OK')	image/png	etag:%22e53-54454989e3500%22	https://s.bodyfreq.com/interface/i/tablet_icon.png	D:/Websites/bodyfreq.com/bodyfreq.com/s.bodyfreq.com/interface/i/tablet_icon.png	(from https://www.bodyfreq.com/)
13:20:42	19374/19374	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Jan%202021%2011:20:42%20GMT	https://www.bodyfreq.com/ic-en/immunostimulatory-complex	D:/Websites/bodyfreq.com/bodyfreq.com/www.bodyfreq.com/ic-en/immunostimulatory-complex.html	(from https://www.bodyfreq.com/)
13:20:42	92983/92983	---M--	200	added ('OK')	image/jpeg	etag:%2216b37-5983c39225874%22	https://images.bodyfreq.com/m/c/g/f830a68d1550d809c72524db82a1ca84350.jpg	D:/Websites/bodyfreq.com/bodyfreq.com/images.bodyfreq.com/m/c/g/f830a68d1550d809c72524db82a1ca84350.jpg	(from https://www.bodyfreq.com/)
13:20:42	19089/19089	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Jan%202021%2011:20:42%20GMT	https://www.bodyfreq.com/ic-en/antivirus-complex	D:/Websites/bodyfreq.com/bodyfreq.com/www.bodyfreq.com/ic-en/antivirus-complex.html	(from https://www.bodyfreq.com/)
13:20:42	104460/104460	---M--	200	added ('OK')	image/jpeg	etag:%221980c-5983c59a81a1d%22	https://images.bodyfreq.com/m/c/g/d9faa377e32cd84addeaba66b81e2258187.jpg	D:/Websites/bodyfreq.com/bodyfreq.com/images.bodyfreq.com/m/c/g/d9faa377e32cd84addeaba66b81e2258187.jpg	(from https://www.bodyfreq.com/)
13:20:43	19036/19036	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Jan%202021%2011:20:42%20GMT	https://www.bodyfreq.com/ic-en/complex-collagen	D:/Websites/bodyfreq.com/bodyfreq.com/www.bodyfreq.com/ic-en/complex-collagen.html	(from https://www.bodyfreq.com/)
